"RTB Average Monthly Rent Report (Euro) by Property Type, Number of"
"Bedrooms, Location and Year"

" "," "," ","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"Detached house"
" ","One bed"
" "," ","Royal Canal Park, Dublin 15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Tyrrelstown, Dublin 15",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dublin 16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballinteer, Dublin 16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dundrum, Dublin 16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Knocklyon, Dublin 16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Rathfarnham, Dublin 16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Sandyford, Dublin 16",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dublin 17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Malahide Road, Dublin 17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Northern Cross, Dublin 17",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dublin 18",0.00,1370.48,1355.31,1447.22,0.00,1425.00,1480.93,1634.95,1675.77,1935.24,2048.67
" "," ","Cabinteely, Dublin 18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Carrickmines, Dublin 18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Foxrock, Dublin 18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Leopardstown, Dublin 18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Sandyford, Dublin 18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Stepaside, Dublin 18",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dublin 20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Chapelizod, Dublin 20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Palmerstown, Dublin 20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Clondalkin, Dublin 22",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dublin 24",1194.55,1134.29,1044.78,1270.85,1240.71,1024.40,1079.13,1188.59,1273.52,1295.47,1323.37
" "," ","Ballycullen, Dublin 24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Citywest, Dublin 24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Firhouse, Dublin 24",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Tallaght, Dublin 24",0.00,1082.18,0.00,0.00,0.00,1001.52,0.00,0.00,0.00,0.00,0.00
" "," ","Galway",781.15,727.04,667.21,624.45,627.60,614.13,615.91,654.65,695.47,786.31,828.81
" "," ","Galway City",891.53,823.14,751.35,714.73,726.87,736.33,743.14,749.02,818.02,969.53,1030.22
" "," ","Athenry, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballinasloe, Galway",0.00,0.00,0.00,485.26,488.82,466.95,471.13,478.73,508.29,536.82,550.35
" "," ","Ballybane, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballybrit, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Barna, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Bohermore, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Claregalway, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Clifden, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Doughiska, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Gort, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Headford, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Knocknacarra, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Loughrea, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Mervue, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Monivea, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Moycullen, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Newcastle, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Oranmore, Galway",0.00,0.00,0.00,723.59,684.09,691.73,735.89,795.39,859.78,954.44,926.60
" "," ","Oughterard, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Portumna, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Rahoon, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Renmore, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Roscam, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Salthill, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Tuam, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635.85
" "," ","Wellpark, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Woodquay, Galway",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kerry",671.73,630.89,590.17,554.79,548.42,544.76,593.26,646.20,657.78,656.84,691.06
" "," ","Castleisland, Kerry",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dingle, Kerry",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kenmare, Kerry",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Killarney, Kerry",739.01,678.69,613.34,589.79,572.96,579.98,592.50,667.73,716.29,708.67,759.13
" "," ","Killorglin, Kerry",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Listowel, Kerry",0.00,648.98,602.45,608.59,572.03,528.78,597.91,704.65,595.34,543.84,566.57
" "," ","Tralee, Kerry",688.76,646.34,599.90,576.46,550.39,552.76,564.21,584.15,611.58,638.46,675.66
" "," ","Kildare",1049.99,954.76,851.58,787.66,809.53,822.84,857.42,946.81,1054.53,1111.12,1165.77
" "," ","Kildare Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Athy, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Castledermot, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Celbridge, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Clane, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kilcock, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kilcullen, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kill, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Leixlip, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Maynooth, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Monasterevin, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Naas, Kildare",1100.18,959.72,848.29,792.70,766.53,796.14,871.08,942.62,1045.31,1170.24,1261.25
" "," ","Newbridge, Kildare",0.00,0.00,0.00,757.09,723.44,744.85,799.59,892.00,1048.71,1109.97,1073.91
" "," ","Rathangan, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Sallins, Kildare",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kilkenny",725.90,726.75,671.03,586.59,586.37,592.15,595.95,629.70,667.76,698.44,732.28
" "," ","Kilkenny City",0.00,0.00,0.00,0.00,582.21,596.60,612.40,683.84,725.00,755.79,800.31
" "," ","Callan, Kilkenny",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Castlecomer, Kilkenny",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Freshford, Kilkenny",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kells, Kilkenny",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Thomastown, Kilkenny",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Laois",735.13,675.52,604.73,565.03,560.78,562.82,564.40,600.90,694.81,759.47,781.23
" "," ","Mountmellick, Laois",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Mountrath, Laois",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Portarlington, Laois",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Portlaoise, Laois",759.63,699.79,616.72,563.78,578.52,596.63,595.56,621.26,727.84,808.88,837.29
" "," ","Leitrim",552.69,559.87,481.07,422.09,408.73,413.45,410.89,429.47,454.60,464.22,482.54
" "," ","Carrick-On-Shannon, Leitrim",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Manorhamilton, Leitrim",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Limerick",721.81,678.92,640.45,606.28,585.31,572.14,554.58,594.89,636.72,691.40,750.33
" "," ","Limerick City",0.00,758.97,691.65,663.03,616.09,581.40,607.54,628.72,663.41,685.15,804.90
" "," ","Abbeyfeale, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Annacotty, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Castleconnell, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Castletroy, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Corbally, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dock Road, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dooradoyle, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Glen, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kilmallock, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Newcastle West, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Old Cratloe Road, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Raheen, Limerick",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Longford",578.96,537.15,522.42,464.87,437.48,426.95,419.23,447.60,503.95,528.37,547.98
" "," ","Longford Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,546.34,0.00,0.00
" "," ","Ballymahon, Longford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Edgeworthstown, Longford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Newtownforbes, Longford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Louth",909.02,820.00,718.31,677.64,680.39,684.52,695.88,732.19,812.87,903.60,981.39
" "," ","Ardee, Louth",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Drogheda, Louth",931.08,869.88,787.60,733.87,717.03,696.60,721.85,788.53,904.12,1022.06,1138.02
" "," ","Dundalk, Louth",0.00,0.00,652.50,628.06,623.56,618.51,648.84,682.75,746.23,802.48,846.96
" "," ","Louth Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Mayo",625.16,607.14,571.76,552.56,514.17,498.54,501.87,504.57,521.46,558.15,597.44
" "," ","Ballina, Mayo",0.00,0.00,0.00,569.85,535.85,532.28,535.03,539.09,538.26,543.91,541.59
" "," ","Ballinrobe, Mayo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballyhaunis, Mayo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Belmullet, Mayo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Castlebar, Mayo",0.00,626.34,601.41,575.53,530.46,508.57,535.21,549.59,574.54,590.26,612.73
" "," ","Charlestown, Mayo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Claremorris, Mayo",0.00,0.00,0.00,503.09,467.95,463.72,0.00,446.66,449.76,489.92,509.92
" "," ","Foxford, Mayo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Swinford, Mayo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Westport, Mayo",0.00,0.00,0.00,624.19,635.15,593.75,560.21,558.96,608.00,656.29,915.81
" "," ","Meath",890.75,780.50,707.27,684.44,672.31,695.59,732.37,781.42,865.42,969.73,1006.97
" "," ","Ashbourne, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Athboy, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Bettystown, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Clonee, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Drogheda, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Duleek, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dunboyne, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dunshaughlin, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Enfield, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kells, Meath",0.00,0.00,0.00,0.00,0.00,0.00,587.69,0.00,0.00,0.00,0.00
" "," ","Laytown, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Navan, Meath",0.00,746.21,692.73,682.79,655.02,658.97,672.72,749.15,851.42,906.44,937.07
" "," ","Ratoath, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Stamullen, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Trim, Meath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Monaghan",576.59,573.88,525.83,486.88,480.92,497.42,504.01,491.60,514.37,567.60,589.09
" "," ","Ballybay, Monaghan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Carrickmacross, Monaghan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Castleblayney, Monaghan",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Monaghan Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Offaly",699.15,665.92,607.15,573.50,571.90,567.59,542.13,559.25,574.90,636.47,672.40
" "," ","Banagher, Offaly",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Birr, Offaly",0.00,0.00,0.00,0.00,577.40,607.25,527.12,543.94,0.00,581.57,583.90
" "," ","Clara, Offaly",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Edenderry, Offaly",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Tullamore, Offaly",0.00,639.07,592.03,569.60,545.06,538.15,550.82,570.03,592.14,673.37,691.63
" "," ","Roscommon",630.89,554.73,517.06,493.07,458.00,448.88,472.76,474.42,495.95,530.78,577.00
" "," ","Athlone, Roscommon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballaghaderreen, Roscommon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Boyle, Roscommon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,470.38,502.31,536.06
" "," ","Castlerea, Roscommon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Roscommon Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579.48,0.00
" "," ","Strokestown, Roscommon",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Sligo",611.82,601.97,568.66,534.39,525.63,518.66,525.57,537.31,546.42,600.88,627.75
" "," ","Sligo Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballinode, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballisodare, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballymote, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballytivnan, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Collooney, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Lough Gill, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Strandhill, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Tubbercurry, Sligo",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Tipperary",693.52,655.69,599.84,577.14,577.34,569.20,552.13,561.14,590.75,613.71,644.54
" "," ","Tipperary Town",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ballina, Tipperary",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Cahir, Tipperary",0.00,0.00,0.00,0.00,0.00,0.00,0.00,563.48,0.00,627.65,0.00
" "," ","Carrick-On-Suir, Tipperary",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Cashel, Tipperary",0.00,0.00,0.00,0.00,0.00,0.00,516.70,0.00,0.00,581.59,616.45
" "," ","Clonmel, Tipperary",729.04,728.76,674.75,635.63,722.59,696.50,623.84,636.10,660.83,666.78,699.19
" "," ","Fethard, Tipperary",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Nenagh, Tipperary",0.00,0.00,559.15,537.94,553.54,566.53,550.03,529.22,568.28,582.00,643.59
" "," ","Roscrea, Tipperary",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Templemore, Tipperary",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Thurles, Tipperary",0.00,581.22,573.98,552.14,534.63,517.37,499.32,485.14,509.79,549.87,591.12
" "," ","Waterford",681.25,689.71,641.81,598.01,582.58,608.01,612.08,583.78,597.52,672.82,739.89
" "," ","Waterford City",0.00,729.45,674.39,628.58,638.27,611.41,599.65,613.14,641.08,726.19,774.81
" "," ","Ballytruckle, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Canada Street, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Castle Place, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Cork Road, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Dungarvan, Waterford",0.00,0.00,0.00,575.84,548.48,608.42,629.54,604.32,611.58,718.94,757.85
" "," ","Dunmore East, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,691.06,0.00
" "," ","Dunmore Road, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ferrybank, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Inner Ring Road, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Johns Hill, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Lismore, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Mary Street, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Penrose Lane, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Poleberry, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Portlaw, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Railway Square, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Scotch Quay, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Templars Hall, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Tramore, Waterford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Westmeath",745.59,596.42,578.06,530.75,519.39,518.42,527.27,552.71,604.70,644.97,674.95
" "," ","Athlone, Westmeath",0.00,0.00,722.92,582.76,556.96,575.70,591.54,611.78,683.22,733.14,729.54
" "," ","Castlepollard, Westmeath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kilbeggan, Westmeath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Kinnegad, Westmeath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Moate, Westmeath",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Mullingar, Westmeath",695.78,609.34,552.14,547.50,536.95,516.70,522.53,571.26,609.26,611.53,691.81
" "," ","Wexford",714.90,684.71,635.65,617.78,595.04,594.72,595.51,600.21,642.15,674.69,720.84
" "," ","Bunclody, Wexford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Clonard, Wexford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Enniscorthy, Wexford",689.54,652.95,588.52,581.09,588.07,573.94,556.63,554.13,592.00,636.04,670.89
" "," ","Ferns, Wexford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Ford, Wexford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Gorey, Wexford",734.02,686.06,663.94,632.92,575.58,581.50,581.41,606.52,668.34,738.42,786.34
" "," ","Mulgannon, Wexford",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","New Ross, Wexford",0.00,620.48,596.69,581.70,573.03,570.03,562.73,556.77,570.28,582.77,661.76
" "," ","Rosslare, Wexford",0.00,0.00,0.00,0.00,0.00,684.26,674.35,552.83,598.59,0.00,0.00
" "," ","Wicklow",1032.51,969.73,893.92,871.53,852.10,874.65,905.34,959.21,1018.83,1127.16,1150.77
" "," ","Wicklow Town",0.00,0.00,0.00,841.06,0.00,750.15,826.25,0.00,965.66,1033.81,1101.26
" "," ","Arklow, Wicklow",866.31,794.29,723.88,722.38,694.34,682.41,690.90,718.53,786.56,868.78,973.31
" "," ","Baltinglass, Wicklow",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Blessington, Wicklow",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Bray, Wicklow",0.00,1255.14,1140.00,0.00,1092.28,1359.11,1410.71,1519.43,0.00,1723.49,1542.36
" "," ","Delgany, Wicklow",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
" "," ","Greystones, Wicklow",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
